brand,name,price_usd,price_bdt,image_url,capacity_gb,ddr_generation,speed_mhz,modules,cas_latency,color,price_per_gb
TEAMGROUP,TEAMGROUP T-Force Vulcan Z 16 GB,59.0,7965.0,,16,DDR4,3200,"2,8",16,Red,3.688
Patriot,Patriot Viper Steel 16 GB,43.98,5937.3,,16,DDR4,3200,"2,8",16,Silver / Black,
G.Skill,G.Skill Trident Z Royal 32 GB,99.99,13498.65,,32,DDR4,3600,"2,16",19,Silver,3.125
G.Skill,G.Skill Ripjaws S5 96 GB,309.99,41848.65,,96,DDR5,6800,"2,48",34,Black,3.229
G.Skill,G.Skill Trident Z5 Royal 96 GB,319.99,43198.65,,96,DDR5,6400,"2,48",32,Silver,3.333
G.Skill,G.Skill Trident Z5 Neo RGB 64 GB,169.99,22948.65,,64,DDR5,6000,"2,32",36,Black,2.656
G.Skill,G.Skill Flare X5 32 GB,84.99,11473.65,,32,DDR5,5600,"2,16",36,Black,2.656
Corsair,Corsair Vengeance LPX 16 GB,70.4,9504.0,,16,DDR4,2133,"2,8",13,Black / Yellow,4.4
Corsair,Corsair Vengeance RGB 32 GB,140.99,19033.65,,32,DDR5,6200,"2,16",36,White,4.406
Corsair,Corsair Vengeance RGB 32 GB,126.71,17105.85,,32,DDR5,7200,"2,16",34,Black,3.96
Corsair,Corsair Vengeance RGB Pro 64 GB,,,,64,DDR4,3600,"2,32",18,Black,
TEAMGROUP,TEAMGROUP Elite Plus 16 GB,41.99,5668.65,,16,DDR5,6000,"1,16",40,Black,2.624
Corsair,Corsair Dominator Titanium 96 GB,470.99,63583.65,,96,DDR5,6400,"4,24",32,Black,4.906
TEAMGROUP,TEAMGROUP T-Create Expert 48 GB,139.99,18898.65,,48,DDR5,6400,"2,24",32,White,2.916
Timetec,Timetec PINNACLE Konduit 16 GB,,,,16,DDR4,3600,"1,16",18,Black,
G.Skill,G.Skill Ripjaws V 16 GB,42.99,5803.65,,16,DDR4,3200,"1,16",16,Black,2.687
G.Skill,G.Skill Trident Z5 Neo RGB 32 GB,164.99,22273.65,,32,DDR5,8000,"2,16",38,Black,5.156
Patriot,Patriot Viper Elite 5 RGB 16 GB,47.99,6478.65,,16,DDR5,6000,"1,16",42,White,2.999
V-Color,V-Color TRA564G60D436O 512 GB,3737.49,504561.15,,512,DDR5,6000,"8,64",36,Black,7.3
G.Skill,G.Skill Trident Z5 Neo RGB 64 GB,249.99,33748.65,,64,DDR5,6000,"2,32",30,Silver / Black,3.906
Corsair,Corsair Dominator Platinum RGB 64 GB,319.99,43198.65,,64,DDR5,6800,"2,32",40,Black,5
Corsair,Corsair Dominator Titanium 48 GB,251.99,34018.65,,48,DDR5,7200,"2,24",36,White,5.25
G.Skill,G.Skill Ripjaws V 64 GB,159.99,21598.65,,64,DDR4,3200,"4,16",16,Black,2.5
G.Skill,G.Skill Ripjaws M5 RGB 64 GB,229.99,31048.65,,64,DDR5,6400,"2,32",32,White,3.594
OLOy,OLOy MD4U083216BJDA 16 GB,44.99,6073.65,,16,DDR4,3200,"2,8",16,Black,
Kingston,Kingston FURY Beast 64 GB,245.63,33160.05,,64,DDR5,6000,"2,32",30,White,3.838
Corsair,Corsair Vengeance RGB Pro 32 GB,103.99,14038.65,,32,DDR4,3600,"2,16",18,Black,3.25
Corsair,Corsair Vengeance RGB 48 GB,189.99,25648.65,,48,DDR5,6000,"2,24",30,Black / Gray,3.958
TEAMGROUP,TEAMGROUP T-Create Expert 48 GB,168.99,22813.65,,48,DDR5,7200,"2,24",34,Black,3.521
Kingston,Kingston FURY Beast 32 GB,113.99,15388.65,,32,DDR5,5200,"2,16",36,Black,3.562
G.Skill,G.Skill Ripjaws M5 Neo RGB 96 GB,309.99,41848.65,,96,DDR5,6000,"2,48",30,White,3.229
Corsair,Corsair Vengeance RGB 96 GB,358.99,48463.65,,96,DDR5,6600,"2,48",32,Black / Silver,3.739
Silicon Power,Silicon Power XPOWER Turbine 32 GB,,,,32,DDR4,3200,"2,16",16,Blue,
G.Skill,G.Skill Trident Z5 RGB 64 GB,239.99,32398.65,,64,DDR5,6400,"2,32",32,White / Black,3.75
Lexar,Lexar THOR 32 GB,,,,32,DDR4,3600,"2,16",18,White,
Corsair,Corsair Vengeance LPX 16 GB,73.98,9987.3,,16,DDR4,2400,"2,8",16,Black / Yellow,4.624
G.Skill,G.Skill Ripjaws 4 8 GB,,,,8,DDR4,2400,"1,8",15,Black / Green,
Crucial,Crucial CT32G48C40U5 32 GB,69.98,9447.3,,32,DDR5,4800,"1,32",40,Black,2.187
TEAMGROUP,TEAMGROUP T-Force Vulcan Eco 32 GB,96.99,13093.65,,32,DDR5,6000,"2,16",30,Silver,3.031
G.Skill,G.Skill Aegis 16 GB,33.99,4588.65,,16,DDR4,3200,"1,16",16,Red / Black,2.124
Corsair,Corsair Vengeance 64 GB,162.99,22003.65,,64,DDR5,5200,"2,32",40,White,2.547
TEAMGROUP,TEAMGROUP T-Force Delta RGB 32 GB,129.99,17548.65,,32,DDR5,7200,"2,16",34,White / Gray,4.062
Corsair,Corsair Dominator Titanium 32 GB,215.99,29158.65,,32,DDR5,7200,"2,16",34,Black,6.75
Kingston,Kingston Server Premier 32 GB,158.72,21427.2,,32,DDR4,3200,"1,32",22,,4.96
Klevv,Klevv CRAS V RGB 32 GB,,,,32,DDR5,6000,"2,16",30,White,
ADATA,ADATA XPG LANCER RGB 32 GB,149.99,20248.65,,32,DDR5,6400,"2,16",32,White,4.687
G.Skill,G.Skill Aegis 8 GB,27.64,3731.4,,8,DDR4,3200,"1,8",16,Red / Black,3.455
Corsair,Corsair Vengeance 64 GB,190.99,25783.65,,64,DDR5,6000,"2,32",38,Black,2.984
G.Skill,G.Skill Trident Z5 Royal Neo RGB 32 GB,179.99,24298.65,,32,DDR5,8000,"2,16",38,Silver,5.625
TEAMGROUP,TEAMGROUP T-Force Vulcan Z 16 GB,38.99,5263.65,,16,DDR4,3600,"2,8",18,Red,2.437
Corsair,Corsair Vengeance 32 GB,110.99,14983.65,,32,DDR5,6000,"2,16",36,White,3.468
G.Skill,G.Skill Ripjaws M5 RGB 64 GB,214.99,29023.65,,64,DDR5,6000,"2,32",30,Black,3.359
Corsair,Corsair Dominator Titanium 32 GB,179.99,24298.65,,32,DDR5,7200,"2,16",34,White,5.625
Timetec,Timetec PINNACLE Konduit RGB 32 GB,,,,32,DDR4,3200,"2,16",16,White,
Kingston,Kingston FURY Beast 16 GB,89.65,12102.75,,16,DDR5,6000,"1,16",30,Black,5.603
Corsair,Corsair Vengeance LPX 64 GB,179.99,24298.65,,64,DDR4,3200,"4,16",16,Black / Yellow,2.812
Corsair,Corsair Vengeance RGB 64 GB,317.99,42928.65,,64,DDR5,6600,"4,16",32,Black / Gray,4.969
G.Skill,G.Skill F5-6000J3636F32GX2-FX5 64 GB,154.99,20923.65,,64,DDR5,6000,"2,32",36,Black,2.422
Kingston,Kingston HyperX Fury 16 GB,,,,16,DDR4,2666,"2,8",16,Black,
G.Skill,G.Skill Trident Z5 Neo RGB 32 GB,134.99,18223.65,,32,DDR5,6400,"2,16",30,White,4.218
G.Skill,G.Skill Trident Z5 RGB 32 GB,109.99,14848.65,,32,DDR5,5600,"2,16",28,Black,3.437
Kingston,Kingston FURY Beast 64 GB,259.99,35098.65,,64,DDR5,6400,"2,32",32,Black,4.062
Patriot,Patriot Viper Elite II 32 GB,94.99,12823.65,,32,DDR4,4000,"2,16",20,Red / Black,2.968
G.Skill,G.Skill Trident Z Neo 64 GB,214.99,29023.65,,64,DDR4,3600,"4,16",16,Black / Silver,3.359
