brand,name,price_usd,price_bdt,image_url,capacity_gb,form_factor,interface,cache_mb,price_per_gb
Seagate,Seagate FireCuda 530R,344.99,46573.65,,4000,M.2-2280,M.2 PCIe 4.0 X4,,0.086
TEAMGROUP,TEAMGROUP MP44,724.99,97873.65,,8000,M.2-2280,M.2 PCIe 4.0 X4,,0.091
KIOXIA,KIOXIA EXCERIA,39.68,5356.8,,480,2.5,SATA 6.0 Gb/s,,0.083
Gigabyte,Gigabyte GP-GSTFS31240GNTD,72.69,9813.15,,240,2.5,SATA 6.0 Gb/s,,0.303
Western Digital,Western Digital Black SN750,239.5,32332.5,,2000,M.2-2280,M.2 PCIe 3.0 X4,,0.12
Lexar,Lexar NQ780,219.49,29631.15,,4000,M.2-2280,M.2 PCIe 4.0 X4,,0.055
ADATA,ADATA XPG GAMMIX S70 Blade,274.99,37123.65,,4000,M.2-2280,M.2 PCIe 4.0 X4,,0.069
Inland,Inland TN320,64.98,8772.3,,1000,M.2-2280,M.2 PCIe 3.0 X4,,0.065
Addlink,Addlink S91,144.0,19440.0,,2000,M.2-2230,M.2 PCIe 4.0 X4,,0.072
Crucial,Crucial T500 W/Heatsink,309.99,41848.65,,4000,M.2-2280,M.2 PCIe 4.0 X4,,0.077
Patriot,Patriot P220,30.99,4183.65,,512,2.5,SATA 6.0 Gb/s,,0.061
Silicon Power,Silicon Power XS70,218.28,29467.8,,2000,M.2-2280,M.2 PCIe 4.0 X4,,0.109
Addlink,Addlink S70,57.88,7813.8,,1000,M.2-2280,M.2 PCIe 3.0 X4,,0.058
Transcend,Transcend TS32GSSD370S,33.97,4585.95,,32,2.5,SATA 6.0 Gb/s,,1.062
Intenso,Intenso Top Performance,29.96,4044.6,,128,M.2-2280,M.2 SATA,,0.234
Samsung,Samsung 860 Evo,189.99,25648.65,,500,M.2-2280,M.2 SATA,512,0.38
Corsair,Corsair MP600 GS,164.99,22273.65,,2000,M.2-2280,M.2 PCIe 4.0 X4,,0.082
Samsung,Samsung 840 Pro,240.16,32421.6,,256,2.5,SATA 6.0 Gb/s,,0.938
Lexar,Lexar Professional NM800PRO w/Heatsink,82.99,11203.65,,1000,M.2-2280,M.2 PCIe 4.0 X4,,0.083
ADATA,ADATA LEGEND 860,53.95,7283.25,,500,M.2-2280,M.2 PCIe 4.0 X4,,0.108
Western Digital,Western Digital Green,42.0,5670.0,,480,2.5,SATA 6.0 Gb/s,,0.087
Seagate,Seagate Game Drive,1074.46,145052.1,,4000,M.2-2280,M.2 PCIe 4.0 X4,,0.269
Inland,Inland Platinum,109.99,14848.65,,2000,2.5,SATA 6.0 Gb/s,,0.055
FanXiang,FanXiang S500 Pro,25.99,3508.65,,256,M.2-2280,M.2 PCIe 3.0 X4,,0.102
Western Digital,Western Digital Blue,309.99,41848.65,,4000,2.5,SATA 6.0 Gb/s,,0.077
PNY,PNY CS900,25.59,3454.65,,120,2.5,SATA 6.0 Gb/s,,0.213
Seagate,Seagate FireCuda 530,284.99,38473.65,,2000,M.2-2280,M.2 PCIe 4.0 X4,,0.142
TEAMGROUP,TEAMGROUP AX2,18.98,2562.3,,256,2.5,SATA 6.0 Gb/s,,0.074
Seagate,Seagate BarraCuda Q5,41.99,5668.65,,500,M.2-2280,M.2 PCIe 3.0 X4,,0.084
Hitachi,Hitachi Ultrastar SN260,323.0,43605.0,,1600,PCIe,PCIe x8,,0.202
XOC,XOC Nitro,27.33,3689.55,,512,2.5,SATA 6.0 Gb/s,,0.053
Corsair,Corsair MP700 Elite w/Heatsink,124.99,16873.65,,1000,M.2-2280,M.2 PCIe 5.0 X4,,0.125
Inland,Inland Professional,19.98,2697.3,,120,2.5,SATA 6.0 Gb/s,,0.166
Netac,Netac NV7000-t,69.78,9420.3,,1000,M.2-2280,M.2 PCIe 4.0 X4,,0.07
Corsair,Corsair MP510,95.1,12838.5,,480,M.2-2280,M.2 PCIe 3.0 X4,,0.198
Corsair,Corsair MP600 PRO LPX,99.99,13498.65,,1000,M.2-2280,M.2 PCIe 4.0 X4,,0.1
Inland,Inland TN320,26.99,3643.65,,256,M.2-2280,M.2 PCIe 3.0 X4,,0.105
Patriot,Patriot P320,104.99,14173.65,,2000,M.2-2280,M.2 PCIe 3.0 X4,,0.052
Western Digital,Western Digital Blue SN550,44.99,6073.65,,250,M.2-2280,M.2 PCIe 3.0 X4,,0.18
Corsair,Corsair MP600 ELITE w/Heatsink,94.99,12823.65,,1000,M.2-2280,M.2 PCIe 4.0 X4,,0.095
Apacer,Apacer AS2280P4,52.9,7141.5,,512,M.2-2280,M.2 PCIe 3.0 X4,,0.103
Lexar,Lexar NM1090 w/ Heatsink,307.45,41505.75,,2000,M.2-2280,M.2 PCIe 5.0 X4,,0.154
MSI,MSI SPATIUM M470,737.38,99546.3,,2000,M.2-2280,M.2 PCIe 4.0 X4,,0.369
ADATA,ADATA SU800,96.29,12999.15,,1000,2.5,SATA 6.0 Gb/s,,0.096
Western Digital,Western Digital PC SN730,47.5,6412.5,,256,M.2-2280,M.2 PCIe 3.0 X4,,0.186
Western Digital,Western Digital Red SA500,314.99,42523.65,,4000,2.5,SATA 6.0 Gb/s,,0.079
Inland,Inland TN470,129.99,17548.65,,2000,M.2-2280,M.2 PCIe 4.0 X4,,0.065
Corsair,Corsair MP600 PRO XT,104.99,14173.65,,1000,M.2-2280,M.2 PCIe 4.0 X4,,0.105
ADATA,ADATA XPG SX6000 Pro,54.99,7423.65,,512,M.2-2280,M.2 PCIe 3.0 X4,,0.107
Silicon Power,Silicon Power A55,29.76,4017.6,,128,2.5,SATA 6.0 Gb/s,,0.233
Crucial,Crucial T710,154.99,20923.65,,1000,M.2-2280,M.2 PCIe 5.0 X4,,0.155
Corsair,Corsair MP600 PRO LPX,309.99,41848.65,,4000,M.2-2280,M.2 PCIe 4.0 X4,,0.077
TEAMGROUP,TEAMGROUP CX2,30.99,4183.65,,512,2.5,SATA 6.0 Gb/s,,0.061
MSI,MSI SPATIUM M390,79.95,10793.25,,1000,M.2-2280,M.2 PCIe 3.0 X4,,0.08
Netac,Netac NV7000,132.04,17825.4,,2000,M.2-2280,M.2 PCIe 4.0 X4,,0.066
Western Digital,Western Digital Red SA500,102.62,13853.7,,1000,2.5,SATA 6.0 Gb/s,,0.103
MSI,MSI SPATIUM S270,34.97,4720.95,,480,2.5,SATA 6.0 Gb/s,,0.073
TEAMGROUP,TEAMGROUP T-Create Classic C47,119.99,16198.65,,2000,M.2-2280,M.2 PCIe 4.0 X4,,0.06
Corsair,Corsair MP600 ELITE,309.99,41848.65,,4000,M.2-2280,M.2 PCIe 4.0 X4,,0.077
ADATA,ADATA LEGEND 700,79.98,10797.3,,1000,M.2-2280,M.2 PCIe 3.0 X4,,0.08
ADATA,ADATA LEGEND 850 LITE,72.98,9852.3,,1000,M.2-2280,M.2 PCIe 4.0 X4,,0.073
Nextorage,Nextorage NEM-PAB,124.99,16873.65,,2000,M.2-2280,M.2 PCIe 4.0 X4,,0.062
TEAMGROUP,TEAMGROUP QX,48.49,6546.15,,1000,2.5,SATA 6.0 Gb/s,,0.048
Corsair,Corsair MP600 PRO NH,364.99,49273.65,,4000,M.2-2280,M.2 PCIe 4.0 X4,,0.091
Samsung,Samsung 860 QVO,255.0,34425.0,,2000,2.5,SATA 6.0 Gb/s,,0.128
PNY,PNY CS900,49.0,6615.0,,240,2.5,SATA 6.0 Gb/s,,0.204
Western Digital,Western Digital Red SN700,369.99,49948.65,,4000,M.2-2280,M.2 PCIe 3.0 X4,,0.092
Gigabyte,Gigabyte GP-GSTFS31480GNTD,46.6,6291.0,,480,2.5,SATA 6.0 Gb/s,,0.097
TEAMGROUP,TEAMGROUP T-FORCE G50,49.99,6748.65,,512,M.2-2280,M.2 PCIe 4.0 X4,,0.098
ADATA,ADATA MARS 980 BLADE,120.99,16333.65,,1000,M.2-2280,M.2 PCIe 5.0 X4,,0.121
Lexar,Lexar NS100,18.98,2562.3,,128,2.5,SATA 6.0 Gb/s,,0.148
Oyen,Oyen Digital E18-8TBICS5,869.0,117315.0,,8000,M.2-2280,M.2 PCIe 4.0 X4,,0.109
Western Digital,Western Digital Green SN350,144.53,19511.55,,240,M.2-2280,M.2 PCIe 3.0 X4,,0.602
Inland,Inland Professional,34.99,4723.65,,512,2.5,SATA 6.0 Gb/s,,0.068
Samsung,Samsung 860 Evo,106.17,14332.95,,250,M.2-2280,M.2 SATA,512,0.425
ADATA,ADATA LEGEND 960 MAX,284.77,38443.95,,2000,M.2-2280,M.2 PCIe 4.0 X4,,0.142
Seagate,Seagate FireCuda 530R w/Heatsink,179.99,24298.65,,2000,M.2-2280,M.2 PCIe 4.0 X4,,0.09
Kingston,Kingston SSDNow V300,125.62,16958.7,,240,2.5,SATA 6.0 Gb/s,,0.523
Timetec,Timetec 30TT253X2,27.99,3778.65,,512,2.5,SATA 6.0 Gb/s,,0.055
Kingston,Kingston KC600,185.09,24987.15,,2048,2.5,SATA 6.0 Gb/s,,0.09
Gigabyte,Gigabyte GP-GSM2NE3256GNTD,192.74,26019.9,,256,M.2-2280,M.2 PCIe 3.0 X4,,0.753
FanXiang,FanXiang S101,33.99,4588.65,,512,2.5,SATA 6.0 Gb/s,,0.066
Kingston,Kingston SSDNow V200,79.98,10797.3,,128,2.5,SATA 6.0 Gb/s,,0.625
Silicon Power,Silicon Power A58,92.99,12553.65,,2000,2.5,SATA 6.0 Gb/s,,0.046
Patriot,Patriot P400,64.98,8772.3,,1000,M.2-2280,M.2 PCIe 4.0 X4,,0.065
Micron,Micron 7400 PRO,749.99,101248.65,,3840,M.2-22110,M.2 PCIe 4.0 X4,,
ADATA,ADATA XPG GAMMIX S70 Blade,71.18,9609.3,,512,M.2-2280,M.2 PCIe 4.0 X4,,0.139
Acer,Acer FA100,37.99,5128.65,,512,M.2-2280,M.2 PCIe 3.0 X4,,0.074
ADATA,ADATA Ultimate SU650,38.15,5150.25,,480,2.5,SATA 6.0 Gb/s,,0.079
Western Digital,Western Digital Blue,216.99,29293.65,,2000,M.2-2280,M.2 SATA,,0.108
Timetec,Timetec PINNACLE SD1-INDEX,65.99,8908.65,,1000,M.2-2280,M.2 PCIe 4.0 X4,,0.066
TEAMGROUP,TEAMGROUP CX2,19.99,2698.65,,256,2.5,SATA 6.0 Gb/s,,0.078
PNY,PNY CS2241,229.99,31048.65,,4000,M.2-2280,M.2 PCIe 4.0 X4,,0.057
Kingston,Kingston Q500,67.43,9103.05,,960,2.5,SATA 6.0 Gb/s,,0.07
Western Digital,Western Digital WD_BLACK SN770M,169.99,22948.65,,2000,M.2-2230,M.2 PCIe 4.0 X4,,0.085
PNY,PNY CS2140,47.91,6467.85,,500,M.2-2280,M.2 PCIe 4.0 X4,,0.096
HP,HP EX920,111.32,15028.2,,1000,M.2-2280,M.2 PCIe 3.0 X4,1024,0.111
Lexar,Lexar NS100,109.99,14848.65,,2000,2.5,SATA 6.0 Gb/s,,0.055
Samsung,Samsung 960 Pro,399.99,53998.65,,1000,M.2-2280,M.2 PCIe 3.0 X4,1024,0.4
Sabrent,Sabrent Rocket Q,430.85,58164.75,,2000,M.2-2280,M.2 PCIe 3.0 X4,,0.215
Corsair,Corsair Force MP500,129.47,17478.45,,120,M.2-2280,M.2 PCIe 3.0 X4,,1.079
Seagate,Seagate FireCuda 530R w/Heatsink,354.99,47923.65,,4000,M.2-2280,M.2 PCIe 4.0 X4,,0.089
Western Digital,Western Digital Red SA500,226.9,30631.5,,2000,2.5,SATA 6.0 Gb/s,,0.113
Western Digital,Western Digital WD_BLACK SN770M,89.52,12085.2,,1000,M.2-2230,M.2 PCIe 4.0 X4,,0.09
Lexar,Lexar NM790 w/Heatsink,129.4,17469.0,,2000,M.2-2280,M.2 PCIe 4.0 X4,,0.065
Western Digital,Western Digital Blue,107.99,14578.65,,1000,2.5,SATA 6.0 Gb/s,,0.108
Sabrent,Sabrent Rocket 4,341.13,46052.55,,4000,M.2-2280,M.2 PCIe 4.0 X4,,0.085
Corsair,Corsair MP700 PRO w/Heatsink,161.99,21868.65,,1000,M.2-2280,M.2 PCIe 5.0 X4,,0.162
Mushkin,Mushkin Helix-L,37.99,5128.65,,512,M.2-2280,M.2 PCIe 4.0 X4,,0.074
Seagate,Seagate FireCuda 530R w/Heatsink,84.95,11468.25,,1000,M.2-2280,M.2 PCIe 4.0 X4,,0.085
Micron,Micron 3400,149.99,20248.65,,1000,M.2-2280,M.2 PCIe 4.0 X4,,0.15
KingSpec,KingSpec NXM,36.99,4993.65,,512,M.2-2242,M.2 PCIe 3.0 X4,,0.072
Solidigm,Solidigm P41 Plus,81.17,10957.95,,500,M.2-2280,M.2 PCIe 4.0 X4,,0.162
Corsair,Corsair MP600 ELITE w/Heatsink,156.99,21193.65,,2000,M.2-2280,M.2 PCIe 4.0 X4,,0.078
Orico,Orico Y-20,25.49,3441.15,,512,2.5,SATA 6.0 Gb/s,,0.05
PNY,PNY CS3150 RGB,219.99,29698.65,,2000,M.2-2280,M.2 PCIe 5.0 X4,,0.11
Inland,Inland Professional,22.99,3103.65,,240,2.5,SATA 6.0 Gb/s,,0.096
Samsung,Samsung 850 Pro,219.99,29698.65,,1000,2.5,SATA 6.0 Gb/s,,0.22
ADATA,ADATA LEGEND 900,71.25,9618.75,,512,M.2-2280,M.2 PCIe 4.0 X4,,0.139
FanXiang,FanXiang S660,69.34,9360.9,,1000,M.2-2280,M.2 PCIe 4.0 X4,,0.069
OWC,OWC Aura Ultra IV,1149.99,155248.65,,8000,M.2-2280,M.2 PCIe 4.0 X4,,0.144
Oyen,Oyen Digital Dash Pro w/Heat Sink,849.0,114615.0,,8000,M.2-2280,M.2 PCIe 4.0 X4,,0.106
ADATA,ADATA Legend 960,108.82,14690.7,,1000,M.2-2280,M.2 PCIe 4.0 X4,,0.109
PNY,PNY CS900,219.99,29698.65,,4000,2.5,SATA 6.0 Gb/s,,0.055
Western Digital,Western Digital Black SN850,126.66,17099.1,,500,M.2-2280,M.2 PCIe 4.0 X4,,0.253
Western Digital,Western Digital Green,22.8,3078.0,,240,2.5,SATA 6.0 Gb/s,,0.095
Crucial,Crucial MX300,139.99,18898.65,,275,2.5,SATA 6.0 Gb/s,,0.509
Gigabyte,Gigabyte GP-GSTFS31100TNTD,82.82,11180.7,,1000,2.5,SATA 6.0 Gb/s,,0.083
TEAMGROUP,TEAMGROUP A440 Lite,114.99,15523.65,,2000,M.2-2280,M.2 PCIe 4.0 X4,,0.057
Verbatim,Verbatim Vi550,37.99,5128.65,,512,2.5,SATA 6.0 Gb/s,,0.074
Corsair,Corsair MP700 PRO w/Heatsink,256.99,34693.65,,2000,M.2-2280,M.2 PCIe 5.0 X4,,0.128
Inland,Inland Professional,56.99,7693.65,,1000,2.5,SATA 6.0 Gb/s,,0.057
Lenovo,Lenovo S4520,155.21,20953.35,,480,3.5,SATA 6.0 Gb/s,,0.323
PNY,PNY XLR8 CS3030,179.99,24298.65,,1000,M.2-2280,M.2 PCIe 3.0 X4,,0.18
Patriot,Patriot P220,53.99,7288.65,,1000,2.5,SATA 6.0 Gb/s,,0.054
Western Digital,Western Digital Black PCIe,277.04,37400.4,,256,M.2-2280,M.2 PCIe 3.0 X4,,1.082
Patriot,Patriot P220,94.99,12823.65,,2000,2.5,SATA 6.0 Gb/s,,0.047
Corsair,Corsair MP600 MICRO,94.99,12823.65,,1000,M.2-2242,M.2 PCIe 4.0 X4,,0.095
FanXiang,FanXiang S500 Pro,109.69,14808.15,,2000,M.2-2280,M.2 PCIe 3.0 X4,,0.055
Patriot,Patriot Viper PV553,109.99,14848.65,,1000,M.2-2280,M.2 PCIe 5.0 X4,,0.11
Intel,Intel 710,905.95,122303.25,,200,2.5,SATA 3.0 Gb/s,,4.53
Crucial,Crucial P5,232.99,31453.65,,2000,M.2-2280,M.2 PCIe 3.0 X4,,0.116
Western Digital,Western Digital Red SN700,169.99,22948.65,,2000,M.2-2280,M.2 PCIe 3.0 X4,,0.085
SanDisk,SanDisk Extreme,49.99,6748.65,,500,M.2-2280,M.2 PCIe 4.0 X4,,0.1
